,anomaly
3559139,0
3559151,0
3559185,0
3559186,1
3559210,0
3559217,0
3559246,0
3559247,0
3559249,0
3559250,0
3559251,0
3559252,0
3559253,0
3559254,0
3559255,0
3559258,0
3559278,0
3559300,0
3559305,0
3559307,0
3559308,0
3559310,0
3559312,0
3559313,0
3559338,0
3559358,0
3559367,0
3559370,0
3559375,0
3559376,0
3559379,0
3559381,0
3559382,0
3559383,0
3559384,0
3559409,0
3559422,0
3559429,0
3559430,0
3559434,0
3559435,0
3559437,0
3559439,0
3559442,0
3559445,0
3559463,0
3559489,0
3559490,0
3559493,0
3559494,0
3559496,0
3559497,0
3559499,0
3559501,0
3559502,0
3559521,0
3559539,0
3559549,0
3559552,0
3559558,0
3559559,0
3559561,1
3559562,0
3559563,0
3559564,0
3559565,0
3559567,0
3559568,0
3559573,0
3559575,0
3559576,0
3559577,0
3559619,0
3559621,0
3559630,0
3559644,0
3559660,0
3559666,0
3559667,0
3559668,0
3559669,0
3559670,0
3559671,0
3559672,0
3559673,0
3559675,0
3559676,0
3559696,0
3559700,0
3559723,0
3559724,0
3559725,0
3559726,0
3559727,0
3559728,0
3559729,0
3559730,0
3559732,1
3559746,0
3559766,0
3559780,0
3559781,0
3559782,0
3559787,0
3559811,0
3559830,0
3559832,0
3559833,0
3559834,0
3559837,0
3559843,0
3559847,0
3559857,0
3559867,0
3559887,0
3559894,0
3559896,0
3559946,0
3559954,0
3559957,0
3559958,0
3559961,0
3559962,0
3559965,0
3559966,0
3559967,0
3559970,0
3559975,0
3560007,0
3560009,0
3560016,0
3560023,0
3560025,0
3560026,0
3560027,0
3560028,0
3560041,0
3560044,0
3560075,1
3560076,0
3560078,0
3560079,0
3560083,0
3560088,0
3560100,0
3560106,0
3560156,0
3560157,0
3560159,0
3560160,0
3560161,0
3560162,0
3560163,0
3560177,0
3560215,0
3560220,0
3560221,0
3560226,0
3560228,0
3560236,0
3560243,0
3560276,0
3560277,0
3560280,0
3560281,0
3560285,0
3560286,0
3560287,0
3560288,0
3560290,0
3560291,0
3560292,0
3560305,0
3560309,0
3560313,0
3560315,0
3560318,0
3560389,0
3560390,0
3560401,0
3560403,0
3560404,0
3560405,0
3560406,0
3560408,0
3560409,0
3560410,0
3560411,0
3560412,0
3560413,0
3560414,0
3560416,0
3560419,0
3560420,0
3560421,0
3560443,0
3560465,0
3560467,0
3560468,0
3560469,0
3560472,0
3560473,0
3560474,0
3560476,0
3560478,0
3560479,0
3560480,0
3560502,0
3560528,0
3560536,1
3560545,0
3560550,0
3560553,1
3560594,0
3560597,1
3560604,1
3560656,0
3560657,0
3560658,0
3560660,0
3560666,0
3560719,0
3560720,0
3560722,0
3560723,0
3560724,1
3560728,0
3560729,0
3560734,0
3560735,0
3560738,0
3560776,0
3560792,0
3560795,0
3560796,0
3560797,0
3560798,0
3560799,0
3560800,0
3560802,0
3560803,0
3560814,0
3560874,0
3560876,0
3560877,0
3560881,0
3560884,0
3560885,0
3560936,0
3560937,0
3560938,0
3560939,0
3560941,0
3560963,0
3560983,0
3560984,0
3560989,0
3560990,0
3560992,0
3560994,0
3560995,0
3560999,0
3561000,0
3561009,0
3561010,0
3561011,0
3561012,0
3561014,0
3561019,0
3561024,0
3561025,0
3561035,0
3561036,0
3561038,0
3561050,0
3561064,0
3561069,0
3561095,0
3561096,0
3561098,0
3561099,0
3561102,0
3561106,0
3561110,0
3561118,0
3561119,0
3561168,0
3561199,0
3561217,0
3561218,0
3561219,0
3561224,0
3561242,0
3561251,0
3561299,0
3561301,0
3561302,0
3561303,0
3561304,0
3561305,1
3561306,0
3561307,0
3561324,0
3561341,0
3561389,0
3561397,0
3561398,0
3561399,0
3561400,0
3561401,0
3561403,0
3561404,0
3561405,0
3561407,0
3561408,0
3561410,0
3561437,0
3561480,0
3561481,0
3561483,0
3561485,1
3561489,0
3561490,0
3561491,0
3561492,0
3561502,0
3561516,0
3561565,0
3561570,0
3561571,0
3561573,0
3561577,0
3561588,0
3561612,0
3561634,0
3561647,0
3561656,0
3561658,0
3561659,0
3561662,0
3561663,0
3561664,0
3561709,1
3561714,0
3561737,0
3561744,1
3561745,0
3561748,0
3561749,0
3561750,0
3561751,0
3561752,0
3561753,0
3561754,0
3561757,0
3561758,0
3561761,0
3561769,0
3561786,0
3561806,0
3561823,0
3561829,0
3561841,0
3561844,0
3561845,0
3561846,0
3561847,0
3561848,0
3561849,0
3561852,0
3561856,0
3561857,0
3561858,0
3561859,0
3561862,0
3561872,0
3561943,0
3561947,0
3561950,0
3561956,0
3561957,0
3561961,0
3561974,0
3562006,0
3562014,0
3562018,0
3562022,0
3562027,1
3562054,0
3562055,0
3562062,0
3562065,0
3562132,0
3562144,0
3562146,0
3562149,0
3562150,0
3562151,0
3562152,0
3562155,0
3562156,0
3562158,0
3562159,0
3562162,1
3562163,0
3562165,0
3562166,0
3562168,0
3562177,0
3562185,0
3562186,1
3562187,0
3562188,0
3562189,0
3562191,0
3562192,0
3562193,0
3562194,0
3562195,0
3562196,0
3562197,0
3562201,0
3562203,0
3562291,0
3562340,0
3562341,0
3562342,0
3562345,0
3562347,0
3562348,0
3562357,0
3562366,0
3562382,0
3562397,0
3562404,0
3562409,0
3562423,0
3562438,0
3562447,0
3562448,0
3562451,0
3562452,0
3562468,0
3562486,0
3562493,0
3562508,0
3562540,0
3562548,0
3562571,0
3562622,0
3562627,0
3562643,0
3562644,0
3562645,0
3562646,0
3562647,0
3562653,0
3562654,0
3562671,0
3562677,0
3562702,0
3562737,0
3562738,0
3562741,0
3562742,0
3562745,0
3562747,0
3562754,0
3562769,0
3562824,0
3562827,0
3562828,0
3562830,0
3562831,0
3562832,0
3562833,0
3562835,0
3562837,0
3562841,0
3562852,0
3562856,0
3562875,0
3562892,0
3562913,0
3562914,0
3562918,0
3562921,0
3562922,0
3562923,0
3562924,0
3562926,0
3562993,0
3562999,0
3563003,0
3563004,0
3563005,0
3563007,0
3563008,0
3563014,0
3563099,0
3563104,0
3563105,0
3563106,0
3563119,0
3563120,0
3563188,0
3563200,0
3563203,0
3563204,0
3563207,0
3563208,0
3563209,0
3563211,0
3563212,0
3563213,0
3563225,0
3563246,0
3563260,0
3563271,0
3563291,0
3563297,0
3563300,0
3563301,0
3563302,0
3563303,0
3563304,0
3563305,0
3563306,0
3563307,0
3563308,0
3563309,0
3563310,0
3563312,0
3563313,0
3563315,0
3563317,0
3563318,0
3563319,0
3563320,0
3563321,0
3563325,0
3563330,0
3563331,0
3563333,0
3563334,0
3563337,0
3563339,0
3563409,0
3563427,0
3563456,0
3563491,0
3563514,0
3563516,0
3563517,0
3563518,0
3563520,0
3563522,0
3563523,0
3563524,0
3563526,0
3563527,0
3563528,0
3563530,0
3563533,0
3563535,0
3563552,0
3563556,0
3563600,0
3563625,0
3563626,0
3563628,0
3563632,0
3563633,0
3563635,0
3563648,0
3563676,0
3563689,0
3563728,0
3563739,0
3563741,0
3563800,0
3563806,0
3563829,0
3563831,0
3563833,0
3563915,0
3563934,0
3564008,0
3564011,0
3564013,0
3564014,0
3564051,0
3564055,0
3564126,0
3564128,0
3564131,0
3564136,0
3564145,0
3564158,0
3564169,0
3564171,0
3564175,0
3564178,0
3564205,0
3564225,0
3564226,0
3564227,0
3564230,0
3564232,0
3564236,0
3564238,0
3564240,0
3564241,0
3564246,0
3564253,0
3564258,0
3564273,0
3564292,0
3564299,0
3564335,0
3564337,0
3564343,0
3564366,0
3564367,0
3564388,0
3564409,0
3564434,0
3564441,0
3564462,0
3564463,0
3564464,0
3564468,0
3564470,0
3564473,0
3564520,0
3564531,0
3564538,0
3564556,0
3564557,0
3564560,0
3564562,0
3564563,0
3564564,0
3564565,0
3564571,0
3564572,0
3564573,0
3564575,0
3564585,0
3564586,0
3564593,0
3564595,0
3564596,0
3564617,0
3564627,0
3564644,0
3564710,0
3564763,0
3564764,0
3564774,0
3564775,0
3564777,0
3564800,0
3564816,0
3564826,0
3564860,0
3564882,0
3564890,0
3564900,0
3564931,0
3564934,0
3564955,0
3564970,0
3564978,0
3564991,0
3564996,0
3564997,0
3565000,0
3565003,0
3565005,0
3565006,0
3565007,0
3565009,0
3565011,0
3565040,0
3565043,0
3565062,0
3565073,0
3565085,0
3565087,0
3565090,0
3565091,0
3565093,0
3565094,0
3565095,0
3565096,0
3565098,0
3565099,0
3565116,0
3565120,0
3565123,0
3565130,0
3565152,0
3565167,0
3565190,0
3565193,0
3565194,0
3565195,0
3565196,0
3565197,0
3565198,0
3565201,0
3565202,0
3565203,0
3565204,0
3565205,0
3565208,0
3565210,0
3565211,0
3565212,0
3565217,0
3565226,0
3565272,0
3565283,0
3565284,0
3565296,0
3565314,0
3565315,0
3565316,0
3565318,0
3565329,0
3565330,0
3565363,0
3565370,0
3565373,0
3565385,0
3565407,0
3565410,1
3565412,0
3565414,0
3565415,0
3565416,0
3565420,0
3565421,0
3565422,0
3565428,0
3565448,0
3565515,0
3565517,0
3565518,0
3565570,0
3565585,0
3565601,0
3565603,0
3565604,0
3565607,0
3565609,0
3565643,0
3565749,0
3565774,0
3565776,0
3565783,0
3565819,0
3565835,0
3565870,0
3565871,0
3565873,0
3565944,0
3565945,0
3565954,0
3565959,0
3566041,0
3566042,0
3566121,0
3566123,0
3566124,0
3566159,0
3566203,0
3566205,0
3566218,0
3566293,0
3566295,0
3566296,0
3566297,0
3566298,0
3566299,0
3566300,0
3566302,0
3566356,0
3566360,0
3566361,0
3566377,0
3566378,0
3566400,0
3566401,0
3566409,0
3566450,0
3566490,0
3566501,0
3566502,0
3566505,0
3566512,0
3566516,0
3566534,0
3566586,0
3566594,0
3566595,0
3566596,0
3566597,0
3566598,0
3566599,0
3566601,0
3566602,0
3566604,0
3566605,0
3566611,0
3566647,0
3566654,0
3566656,0
3566701,0
3566702,0
3566705,0
3566706,0
3566707,0
3566708,0
3566709,0
3566720,0
3566792,0
3566818,0
3566819,0
3566820,0
3566830,0
3566859,0
3566883,0
3566933,0
3566936,0
3566941,0
3566943,0
3566945,0
3566947,0
3566948,0
3566949,0
3566950,0
3566960,0
3566966,0
3567055,0
3567078,0
3567096,0
3567116,0
3567125,0
3567131,0
3567132,0
3567134,0
3567231,0
3567233,0
3567236,0
3567238,0
3567332,1
3567335,0
3567336,0
3567340,0
3567341,1
3567342,0
3567343,0
3567344,1
3567349,0
3567381,1
3567424,0
3567427,0
3567429,0
3567432,0
3567433,0
3567434,0
3567435,0
3567436,0
3567441,0
3567482,0
3567496,0
3567512,0
3567523,0
3567524,0
3567525,0
3567527,0
3567530,0
3567531,0
3567532,0
3567534,0
3567536,0
3567537,0
3567541,0
3567542,0
3567600,0
3567609,0
3567628,0
3567637,0
3567639,0
3567640,0
3567641,0
3567642,0
3567643,0
3567644,0
3567647,0
3567653,1
3567692,0
3567713,0
3567724,0
3567725,0
3567726,0
3567727,0
3567730,0
3567739,0
3567741,0
3567742,0
3567744,0
3567745,0
3567746,0
3567747,0
3567749,0
3567767,0
3567779,0
3567832,0
3567833,0
3567834,1
3567836,0
3567852,0
3567864,0
3567910,0
3567926,0
3567927,0
3567928,0
3567930,0
3568013,0
3568015,0
3568038,0
3568041,0
3568044,0
3568047,0
3568048,0
3568069,0
3568074,0
3568119,0
3568140,0
3568141,0
3568142,0
3568143,0
3568144,0
3568145,0
3568150,0
3568151,0
3568152,0
3568153,0
3568154,0
3568159,0
3568203,0
3568210,0
3568211,0
3568213,0
3568253,0
3568272,0
3568327,0
3568368,0
3568372,0
3568454,0
3568460,0
3568462,0
3568464,0
3568465,0
3568483,0
3568512,0
3568527,0
3568531,0
3568536,0
3568574,0
3568576,0
3568577,0
3568578,0
3568579,0
3568580,0
3568664,0
3568665,0
3568678,0
3568679,0
3568682,0
3568683,0
3568684,0
3568685,0
3568686,0
3568690,0
3568692,0
3568693,0
3568747,0
3568788,0
3568798,0
3568799,0
3568822,0
3568848,0
3568855,0
3568868,0
3568894,0
3568898,0
3568908,0
3568924,0
3568927,0
3568935,1
3568939,0
3568964,0
3568973,0
3568997,0
3568999,0
3569000,0
3569001,0
3569003,0
3569006,0
3569007,0
3569008,0
3569026,0
3569056,0
3569081,0
3569084,0
3569093,0
3569106,0
3569107,0
3569109,0
3569110,0
3569111,0
3569113,0
3569114,0
3569118,0
3569122,0
3569128,1
3569165,0
3569175,0
3569204,0
3569206,0
3569207,0
3569209,0
3569210,0
3569211,0
3569242,0
3569249,0
3569259,0
3569288,0
3569292,0
3569306,0
3569307,0
3569308,0
3569310,0
3569311,0
3569318,0
3569394,0
3569395,0
3569397,0
3569398,0
3569401,0
3569403,0
3569408,0
3569411,0
3569413,0
3569417,0
3569418,0
3569419,0
3569420,0
3569423,0
3569424,0
3569425,0
3569477,0
3569617,0
3569618,0
3569619,0
3569623,0
3569685,0
3569707,0
3569726,0
3569727,0
3569731,0
3569733,0
3569734,0
3569735,0
3569773,0
3569817,0
3569825,0
3569827,0
3569829,0
3569830,0
3569831,0
3569833,0
3569834,0
3569901,0
3569951,0
3569952,0
3569953,0
3569955,0
3569968,0
3570040,0
3570058,0
3570062,0
3570064,0
3570066,0
3570067,0
3570068,0
3570070,0
3570104,0
3570114,0
3570118,0
3570126,0
3570138,0
3570183,0
3570185,0
3570186,0
3570187,0
3570188,0
3570264,0
3570279,0
3570284,1
3570285,0
3570288,0
3570292,0
3570298,0
3570326,0
3570344,0
3570362,0
3570393,0
3570395,0
3570399,0
3570438,0
3570448,0
3570451,0
3570511,0
3570512,0
3570514,0
3570515,0
3570539,0
3570561,0
3570582,0
3570620,0
3570638,0
3570639,0
3570642,0
3570643,0
3570683,0
3570684,0
3570691,0
3570722,0
3570734,0
3570745,0
3570749,0
3570750,0
3570752,0
3570753,0
3570754,0
3570756,0
3570757,0
3570759,0
3570762,0
3570764,0
3570765,0
3570766,0
3570767,0
3570811,0
3570833,0
3570864,0
3570871,0
3570904,0
3570927,0
3570934,0
3570940,0
3570972,0
3570973,0
3570975,0
3570976,0
3570977,0
3571005,0
3571024,0
3571069,0
3571070,0
3571071,0
3571074,0
3571075,0
3571076,0
3571082,0
3571088,0
3571102,0
3571105,0
3571133,0
3571137,0
3571147,0
3571159,0
3571180,0
3571181,0
3571183,0
3571184,0
3571185,0
3571186,0
3571190,0
3571222,0
3571271,0
3571281,0
3571310,0
3571311,0
3571312,0
3571313,1
3571315,0
3571331,0
3571350,0
3571385,0
3571388,0
3571406,0
3571419,0
3571420,0
3571424,0
3571427,0
3571428,1
3571430,0
3571432,0
3571433,0
3571434,0
3571435,0
3571458,0
3571552,0
3571554,1
3571555,0
3571556,0
3571563,0
3571611,0
3571657,0
3571658,0
3571672,0
3571743,0
3571746,0
3571751,0
3571755,0
3571787,0
3571797,0
3571827,0
3571851,0
3571856,0
3571873,0
3571875,0
3571902,0
3571922,0
3571929,0
3571969,0
3571973,0
3571977,0
3571982,0
3571983,0
3571985,0
3571986,0
3571987,0
3571988,0
3571990,0
3572033,0
3572034,0
3572035,0
3572037,0
3572045,0
3572079,0
3572087,0
3572108,0
3572110,0
3572111,0
3572113,0
3572116,0
3572119,0
3572120,0
3572123,0
3572192,0
3572195,0
3572220,0
3572272,0
3572289,0
3572318,0
3572319,0
3572320,0
3572321,0
3572322,0
3572327,0
3572342,0
3572517,0
3572540,0
3572541,0
3572551,0
3572574,0
3572582,0
3572608,0
3572609,0
3572629,0
3572638,0
3572646,0
3572747,0
3572770,0
3572831,0
3572846,0
3572852,0
3572853,0
3572854,0
3572855,0
3572856,0
3572857,0
3572876,0
3572944,0
3572945,0
3572946,1
3572947,0
3572949,1
3572950,0
3572951,0
3572952,0
3572953,0
3572954,0
3572955,0
3572958,0
3572993,0
3573026,0
3573109,0
3573117,0
3573121,0
3573155,0
3573162,0
3573166,0
3573167,0
3573168,0
3573170,0
3573173,0
3573182,0
3573218,0
3573227,0
3573238,0
3573265,0
3573277,0
3573280,0
3573283,0
3573284,0
3573287,0
3573365,0
3573385,0
3573389,0
3573395,0
3573396,0
3573397,0
3573398,0
3573399,0
3573400,0
3573402,0
3573404,0
3573407,0
3573408,0
3573409,0
3573420,0
3573430,0
3573431,0
3573467,0
3573547,0
3573598,0
3573611,0
3573619,0
3573663,0
3573665,0
3573685,0
3573711,0
3573714,0
3573715,0
3573839,0
3573842,0
3573864,0
3573870,0
3573887,0
3573961,0
3573966,0
3573967,0
3573969,0
3573970,0
3573991,0
3574046,0
3574115,0
3574137,0
3574312,0
3574411,0
3574413,0
3574450,0
3574469,0
3574576,0
3574599,0
3574718,0
3574719,0
3574722,0
3574725,0
3574727,0
3574731,0
3574733,0
3574734,0
3574740,0
3574741,0
3574746,0
3574754,0
3574755,0
3574756,1
3574763,0
3574767,0
3574770,0
3574771,0
3574779,0
3574781,0
3574782,0
3574783,0
3574786,0
3574787,0
3575213,0
3575363,0
3575404,0
3575405,0
3575426,0
3575432,0
3575520,0
3575611,0
3575616,0
3575708,0
3575717,0
3575891,0
3575962,0
3575963,0
3575964,0
3576067,0
3576135,0
3576420,0
3576421,0
3576499,0
3576535,0
3576582,0
3576586,0
3576610,0
3576612,0
3576632,0
3576633,0
3576634,0
3576635,0
3576637,0
3576639,0
3576731,0
3576736,0
3576741,0
3576745,0
3576747,0
3576824,0
3576998,0
3577139,0
3577140,0
3577149,0
3577150,0
3577151,0
3577152,0
3577175,0
3577245,0
3577260,0
3577261,0
3577262,0
3577267,0
3577327,0
3577346,0
3577366,0
3577367,0
3577368,0
3577370,0
3577371,0
3577592,0
3577593,0
3577594,0
3577595,0
3577730,0
3577905,0
3577912,0
3578276,0
3578412,0
3578711,0
3578721,0
3578854,0
3578855,0
3579188,0
3579271,0
3579275,0
3579337,0
3579380,1
3579431,0
3579584,0
3579652,0
3579745,0
3579806,0
3579849,0
3579914,0
3579918,0
3579919,1
3580030,0
3580055,0
3580061,0
3580069,0
3580206,0
3580208,0
3580312,0
3580404,0
3580407,0
3580408,0
3580409,0
3580410,0
3580411,0
3580424,0
3580445,0
3580463,0
3580479,0
3580482,0
3580608,0
3580609,0
3580699,0
3580707,0
3580708,0
3580816,0
3580868,0
3580875,0
3580880,0
3580908,0
3580909,0
3580910,0
3580912,0
3581018,0
3581019,0
3581020,0
3581041,0
3581091,0
3581112,0
3581113,0
3581116,0
3581117,0
3581118,0
3581119,0
3581121,0
3581122,0
3581124,0
3581126,0
3581128,0
3581145,0
3581146,0
3581206,0
3581224,0
3581235,0
3581258,0
3581259,0
3581261,0
3581265,0
3581441,0
3581465,0
3581472,0
3581515,0
3581603,0
3581638,0
3581677,0
3581682,0
3581706,0
3581711,1
3581718,0
3581719,0
3581756,0
3581789,0
3581808,0
3581820,0
3581836,1
3581837,0
3581847,0
3581878,0
3581900,0
3581920,0
3581927,0
3581951,0
3581999,0
3582009,0
3582018,1
3582030,0
3582041,0
3582058,1
3582059,0
3582060,0
3582061,0
3582073,0
3582164,0
3582165,0
3582169,0
3582170,0
3582171,0
3582219,0
3582278,0
3582279,0
3582280,0
3582283,0
3582284,0
3582313,0
3582331,0
3582373,0
3582375,0
3582380,1
3582394,0
3582399,0
3582400,0
3582401,0
3582433,0
3582479,1
3582484,0
3582500,0
3582502,0
3582503,1
3582504,0
3582505,0
3582516,0
3582517,0
3582519,0
3582520,0
3582521,0
3582526,1
3582580,0
3582608,0
3582697,0
3582717,0
3582725,0
3582726,0
3582727,1
3582729,0
3582730,0
3582732,1
3582784,0
3582802,0
3582806,0
3582845,0
3582848,0
3582849,0
3582853,0
3582854,0
3582869,0
3582891,0
3582909,0
3582913,0
3582983,0
3583015,0
3583057,0
3583081,0
3583082,0
3583085,0
3583086,0
3583205,0
3583213,0
3583217,0
3583268,0
3583282,0
3583299,0
3583308,0
3583329,0
3583392,0
3583403,0
3583430,0
3583432,0
3583437,0
3583438,0
3583518,0
3583537,0
3583538,0
3583539,0
3583541,0
3583542,0
3583543,0
3583544,0
3583562,0
3583565,0
3583600,0
3583640,0
3583754,0
3583850,0
3583851,0
3583852,0
3583853,0
3583861,0
3583863,1
3583864,0
3583865,1
3583867,1
3583873,1
3583875,0
3583895,0
3583914,0
3583926,0
3584038,0
3584074,1
3584177,0
3584178,0
3584182,0
3584183,0
3584197,0
3584219,0
3584245,0
3584285,0
3584300,0
3584310,0
3584382,0
3584389,0
3584394,0
3584408,0
3584417,0
3584418,0
3584419,0
3584423,0
3584425,0
3584426,0
3584427,0
3584428,0
3584461,0
3584497,0
3584500,0
3584503,0
3584508,0
3584510,0
3584511,0
3584512,0
3584515,0
3584562,0
3584626,0
3584627,0
3584628,0
3584664,0
3584722,0
3584723,0
3584724,0
3584725,0
3584782,0
3584821,0
3584822,0
3584824,0
3584825,0
3584829,0
3584846,0
3584899,0
3584922,0
3584931,0
3584932,0
3584940,0
3585069,0
3585089,0
3585095,0
3585142,0
3585154,0
3585155,0
3585156,0
3585157,0
3585188,0
3585266,0
3585293,0
3585334,0
3585390,0
3585391,0
3585392,0
3585393,0
3585394,0
3585395,0
3585396,0
3585397,0
3585398,0
3585399,0
3585400,0
3585427,0
3585438,0
3585454,0
3585461,0
3585475,0
3585492,0
3585496,0
3585512,0
3585655,0
3585777,0
3585861,0
3585870,0
3585876,0
3585877,0
3585878,0
3585879,0
3585881,0
3585995,0
3586049,0
3586076,0
3586104,0
3586106,0
3586108,0
3586140,0
3586144,0
3586151,0
3586157,0
3586223,0
3586228,0
3586304,0
3586348,0
3586349,0
3586352,0
3586354,0
3586361,0
3586365,0
3586401,0
3586467,0
3586470,0
3586471,0
3586476,0
3586501,0
3586505,0
3586578,0
3586589,0
3586595,0
3586597,0
3586599,0
3586600,0
3586601,0
3586608,0
3586613,0
3586614,0
3586616,0
3586617,0
3586620,0
3586726,0
3586731,0
3586744,0
3586748,0
3586751,0
3586754,0
3586755,0
3586766,0
3586778,0
3586811,0
3586816,0
3586820,0
3586846,0
3586850,0
3586851,0
3586918,0
3586948,0
3586949,0
3586950,0
3586951,0
3586959,1
3586975,0
3586992,0
3587007,0
3587016,0
3587058,0
3587059,0
3587060,0
3587062,0
3587064,0
3587065,0
3587067,0
3587084,0
3587089,0
3587104,0
3587110,0
3587117,0
3587158,0
3587169,0
3587175,0
3587176,0
3587181,0
3587217,0
3587314,0
3587376,0
3587377,0
3587379,0
3587381,0
3587382,0
3587473,0
3587480,0
3587493,0
3587494,0
3587498,0
3587500,0
3587501,0
3587505,0
3587507,0
3587521,0
3587560,0
3587602,0
3587604,0
3587606,0
3587607,0
3587608,0
3587611,0
3587681,0
3587688,0
3587698,0
3587699,0
3587726,1
3587728,0
3587784,0
3587840,0
3587841,0
3587843,0
3587844,1
3587874,0
3587968,0
3587972,0
3587974,0
3587975,0
3587976,0
3587977,0
3587979,0
3587980,0
3588008,0
3588010,0
3588039,0
3588045,0
3588072,0
3588083,0
3588084,0
3588107,1
3588126,0
3588189,0
3588192,0
3588193,0
3588241,0
3588288,0
3588295,0
3588304,0
3588306,0
3588307,0
3588310,0
3588311,0
3588313,0
3588323,0
3588331,0
3588386,0
3588400,0
3588455,0
3588494,0
3588510,0
3588533,0
3588549,0
3588550,0
3588553,0
3588555,0
3588556,0
3588608,0
3588630,0
3588659,0
3588660,0
3588662,0
3588665,0
3588666,0
3588669,0
3588670,0
3588695,0
3588726,0
3588750,0
3588772,0
3588867,0
3588875,0
3588893,0
3588927,0
3588928,0
3588941,0
3588945,0
3588950,0
3588956,0
3588988,0
3589001,0
3589024,0
3589039,0
3589051,0
3589052,0
3589053,0
3589060,0
3589062,1
3589084,0
3589116,0
3589178,0
3589179,0
3589180,0
3589181,0
3589182,0
3589183,0
3589197,0
3589211,0
3589219,0
3589276,0
3589304,0
3589305,0
3589306,0
3589313,0
3589314,0
3589345,0
3589407,0
3589427,0
3589439,0
3589448,1
3589463,1
3589466,0
3589472,0
3589474,0
3589475,0
3589567,0
3589581,0
3589663,0
3589671,0
3589733,0
3589735,0
3589736,0
3589738,0
3589739,0
3589761,0
3589825,0
3589845,0
3589869,0
3589870,0
3589873,0
3589876,0
3589878,0
3589883,0
3589888,0
3589909,0
3589929,0
3589943,0
3589953,0
3589954,1
3590009,0
3590012,0
3590014,0
3590015,0
3590016,0
3590017,0
3590021,0
3590066,0
3590077,0
3590096,0
3590123,1
3590126,0
3590149,1
3590171,0
3590177,0
3590254,0
3590293,0
3590303,0
3590305,0
3590326,0
3590344,0
3590345,0
3590387,0
3590393,0
3590438,0
3590513,0
3590515,0
3590585,0
3590622,0
3590626,0
3590663,0
3590689,0
3590736,0
3590743,0
3590746,0
3590749,0
3590791,0
3590801,0
3590895,0
3590927,0
3590928,0
3590930,0
3590934,0
3590940,0
3590996,0
3590999,0
3591011,0
3591090,0
3591105,0
3591113,0
3591142,0
3591173,0
3591197,0
3591232,0
3591233,0
3591234,0
3591236,0
3591237,1
3591238,0
3591239,0
3591244,0
3591254,0
3591256,0
3591268,0
3591271,0
3591287,0
3591288,0
3591291,0
3591310,0
3591313,0
3591322,0
3591330,0
3591351,0
3591355,0
3591357,0
3591358,0
3591363,0
3591365,0
3591366,0
3591367,0
3591406,0
3591524,0
3591538,0
3591586,0
3591589,0
3591594,0
3591604,0
3591628,0
3591695,0
3591712,0
3591718,0
3591721,0
3591723,0
3591724,0
3591725,0
3591728,0
3591741,1
3591746,0
3591750,0
3591797,0
3591858,0
3591863,0
3591864,0
3591866,0
3591872,0
3591885,0
3591951,0
3591975,0
3591980,0
3591982,0
3591985,0
3591989,0
3591990,0
3591992,0
3592107,0
3592112,0
3592114,0
3592155,0
3592169,0
3592174,0
3592249,0
3592250,0
3592251,0
3592252,0
3592253,0
3592255,0
3592256,0
3592283,0
3592286,0
3592367,0
3592370,0
3592371,0
3592374,0
3592376,0
3592378,0
3592387,0
3592394,0
3592395,0
3592401,0
3592402,0
3592403,0
3592404,0
3592405,0
3592409,0
3592461,0
3592548,0
3592562,0
3592578,0
3592596,0
3592620,0
3592631,0
3592632,0
3592633,0
3592634,0
3592635,0
3592700,0
3592742,0
3592743,0
3592753,1
3592756,0
3592759,0
3592792,0
3592808,0
3592844,0
3592880,0
3592881,0
3592882,0
3592883,0
3592884,0
3592891,0
3592902,0
3592940,0
3592956,0
3592981,0
3592983,0
3593004,0
3593031,0
3593032,0
3593033,0
3593044,0
3593049,0
3593071,0
3593152,0
3593160,0
3593161,0
3593162,0
3593163,0
3593164,0
3593165,0
3593166,0
3593167,0
3593168,0
3593169,0
3593177,0
3593196,0
3593247,0
3593286,0
3593298,0
3593498,0
3593514,0
3593621,0
3593691,0
3593694,0
3593695,0
3593697,0
3593722,0
3593735,0
3593754,0
3593776,0
3593825,0
3593826,0
3593827,0
3593828,0
3593893,0
3593906,0
3593924,0
3593942,0
3593943,0
3593949,0
3593956,0
3593961,0
3593964,0
3593967,0
3593979,0
3594008,0
3594053,0
3594069,0
3594201,0
3594209,0
3594248,0
3594298,1
3594344,0
3594345,0
3594346,0
3594367,0
3594388,0
3594418,0
3594463,0
3594474,0
3594475,0
3594522,0
3594546,1
3594550,0
3594552,1
3594602,1
3594664,0
3594719,0
3594720,0
3594807,0
3594809,0
3594853,0
3594966,0
3594976,0
3594979,0
3594988,0
3595003,0
3595043,0
3595070,0
3595073,0
3595079,0
3595089,0
3595091,0
3595092,0
3595093,0
3595100,0
3595105,0
3595135,0
3595146,0
3595164,0
3595170,0
3595195,0
3595207,0
3595214,0
3595235,0
3595248,0
3595249,0
3595250,0
3595252,0
3595378,0
3595379,0
3595380,0
3595381,0
3595427,0
3595454,0
3595506,0
3595507,0
3595509,0
3595511,0
3595512,0
3595513,0
3595516,0
3595518,0
3595520,0
3595553,0
3595634,1
3595641,0
3595657,0
3595707,0
3595734,0
3595753,0
3595754,0
3595755,0
3595756,1
3595757,0
3595758,0
3595811,0
3595836,0
3595839,0
3595884,0
3595889,0
3595892,0
3595905,1
